RANK	DOC-ID	SCORE		REL-JUDGMENT	PRECISION	RECALL	NDCG
1		2495	0.5975083		1			1.00		0.09	1.35
2		1947	0.5535952		1			1.00		0.18	1.19
3		1795	0.53610176		1			1.00		0.27	1.00
4		2748	0.528035		0			0.75		0.27	1.35
5		2559	0.4950907		0			0.60		0.27	1.19
6		1886	0.44647112		0			0.50		0.27	1.19
7		2897	0.43843484		1			0.57		0.36	1.30
8		2904	0.38659886		0			0.50		0.36	1.30
9		3080	0.38377044		0			0.44		0.36	1.30
10		2680	0.3617208		0			0.40		0.36	1.30
11		2537	0.3568571		0			0.36		0.36	1.30
12		3171	0.34712863		0			0.33		0.36	1.30
13		2491	0.3306753		0			0.31		0.36	1.30
14		2253	0.32735753		0			0.29		0.36	1.30
15		2944	0.3262091		0			0.27		0.36	1.30
16		2929	0.31939238		0			0.25		0.36	1.30
17		2464	0.28860432		0			0.24		0.36	1.30
18		1195	0.28224146		0			0.22		0.36	1.30
19		1564	0.2743894		0			0.21		0.36	1.30
20		2423	0.2743894		0			0.20		0.36	1.30
21		2374	0.27298835		0			0.19		0.36	1.30
22		3005	0.26183242		0			0.18		0.36	1.30
23		2033	0.26124457		0			0.17		0.36	1.30
24		1651	0.24911706		0			0.17		0.36	1.30
25		1655	0.24672866		0			0.16		0.36	1.30
26		2858	0.24334013		0			0.15		0.36	1.30
27		3053	0.24334013		0			0.15		0.36	1.30
28		3054	0.24068223		0			0.14		0.36	1.30
29		0797	0.23872676		0			0.14		0.36	1.30
30		2856	0.23869252		0			0.13		0.36	1.30
31		2433	0.23437612		0			0.13		0.36	1.30
32		1234	0.23171572		0			0.13		0.36	1.30
33		2716	0.23156588		0			0.12		0.36	1.30
34		2701	0.22340249		0			0.12		0.36	1.30
35		1901	0.22280307		0			0.11		0.36	1.30
36		1542	0.2106169		0			0.11		0.36	1.30
37		2611	0.21029912		0			0.11		0.36	1.30
38		0230	0.20888591		0			0.11		0.36	1.30
39		1064	0.20888591		0			0.10		0.36	1.30
40		1289	0.20888591		0			0.10		0.36	1.30
41		2835	0.20701885		0			0.10		0.36	1.30
42		0267	0.20604253		0			0.10		0.36	1.30
43		1670	0.20255528		0			0.09		0.36	1.30
44		1992	0.20255528		0			0.09		0.36	1.30
45		2722	0.19925252		0			0.09		0.36	1.30
46		2745	0.19869836		0			0.09		0.36	1.30
47		2734	0.19712423		0			0.09		0.36	1.30
48		0066	0.18918669		0			0.08		0.36	1.30
49		3129	0.17914577		0			0.08		0.36	1.30
50		1275	0.17904507		0			0.08		0.36	1.30
51		1414	0.17904507		0			0.08		0.36	1.30
52		0048	0.17705749		0			0.08		0.36	1.30
53		1362	0.17705749		0			0.08		0.36	1.30
54		2711	0.1756262		0			0.07		0.36	1.30
55		2078	0.1752548		0			0.07		0.36	1.23
56		2133	0.17524926		0			0.07		0.36	1.23
57		1807	0.17389299		1			0.09		0.45	1.00
58		0149	0.1717021		0			0.09		0.45	1.23
59		1757	0.1688053		0			0.08		0.45	1.17
60		1223	0.16849889		1			0.10		0.55	1.00
61		1235	0.16849351		0			0.10		0.55	1.17
62		3083	0.16805974		0			0.10		0.55	1.17
63		1369	0.16523181		0			0.10		0.55	1.17
64		1204	0.15765558		0			0.09		0.55	1.17
65		2645	0.15531684		0			0.09		0.55	1.17
66		2530	0.15202168		0			0.09		0.55	1.17
67		2892	0.15143192		0			0.09		0.55	1.17
68		1708	0.14958504		0			0.09		0.55	1.17
69		0093	0.14920424		0			0.09		0.55	1.17
70		1065	0.14920424		0			0.09		0.55	1.17
71		2586	0.14920424		0			0.08		0.55	1.17
72		2389	0.14902377		0			0.08		0.55	1.17
73		2863	0.14902377		0			0.08		0.55	1.17
74		1652	0.14447135		0			0.08		0.55	1.17
75		1676	0.14430216		0			0.08		0.55	1.17
76		2836	0.14363311		0			0.08		0.55	1.17
77		2524	0.1414585		0			0.08		0.55	1.17
78		1465	0.14062326		0			0.08		0.55	1.17
79		2126	0.13736169		0			0.08		0.55	1.17
80		1523	0.13666514		0			0.08		0.55	1.17
81		1331	0.13049494		0			0.07		0.55	1.17
82		2498	0.12899466		0			0.07		0.55	1.17
83		2344	0.12832725		0			0.07		0.55	1.17
84		2950	0.12738775		0			0.07		0.55	1.17
85		0124	0.12612447		0			0.07		0.55	1.17
86		1352	0.12610742		0			0.07		0.55	1.17
87		1429	0.12610742		0			0.07		0.55	1.17
88		2365	0.12610742		0			0.07		0.55	1.17
89		2816	0.12418647		0			0.07		0.55	1.17
90		2249	0.12392385		0			0.07		0.55	1.17
91		1030	0.1231686		0			0.07		0.55	1.17
92		0693	0.12267449		0			0.07		0.55	1.17
93		1786	0.121533155		0			0.06		0.55	1.17
94		3175	0.121533155		0			0.06		0.55	1.17
95		3064	0.12141173		0			0.06		0.55	1.17
96		1735	0.12019147		0			0.06		0.55	1.17
97		3167	0.12019147		0			0.06		0.55	1.17
98		1066	0.11936338		0			0.06		0.55	1.17
99		1345	0.11936338		0			0.06		0.55	1.17
100		2262	0.1168706		0			0.06		0.55	1.17
