RANK	DOC-ID	SCORE		REL-JUDGMENT	PRECISION	RECALL	NDCG
1		3127	1.1755296		1			1.00		0.20	3.13
2		1461	0.50642985		0			0.50		0.20	3.13
3		3068	0.40902123		0			0.33		0.20	3.13
4		2111	0.3230007		0			0.25		0.20	3.13
5		2069	0.31651866		0			0.20		0.20	3.13
6		2740	0.30766326		0			0.17		0.20	3.13
7		1462	0.28890023		0			0.14		0.20	2.41
8		1728	0.28890023		0			0.13		0.20	2.41
9		2597	0.28045723		0			0.11		0.20	2.41
10		2246	0.27498606		1			0.20		0.40	2.00
11		1750	0.2741132		0			0.18		0.40	2.41
12		2372	0.26916727		0			0.17		0.40	2.00
13		1247	0.26857498		0			0.15		0.40	2.00
14		2080	0.26857498		1			0.21		0.60	1.00
15		2482	0.26857498		0			0.20		0.60	2.00
16		2867	0.26857498		0			0.19		0.60	2.00
17		2379	0.26133278		0			0.18		0.60	2.00
18		1680	0.24681911		0			0.17		0.60	2.00
19		2319	0.24613062		0			0.16		0.60	2.00
20		2840	0.24135262		0			0.15		0.60	2.00
21		3025	0.24135262		0			0.14		0.60	2.00
22		2621	0.23838985		0			0.14		0.60	2.00
23		2541	0.23371433		0			0.13		0.60	1.76
24		2629	0.23371433		1			0.17		0.80	2.63
25		2632	0.23371433		0			0.16		0.80	1.76
26		1747	0.23342077		0			0.15		0.80	1.76
27		2317	0.23112017		0			0.15		0.80	1.76
28		2424	0.22735322		0			0.14		0.80	1.76
29		2138	0.22647284		0			0.14		0.80	1.76
30		2151	0.22647284		0			0.13		0.80	1.76
31		1751	0.2238125		0			0.13		0.80	1.76
32		2320	0.2238125		0			0.13		0.80	1.76
33		2950	0.2238125		0			0.12		0.80	1.76
34		3196	0.22226858		0			0.12		0.80	1.76
35		1923	0.22156307		0			0.11		0.80	1.76
36		3174	0.22156307		0			0.11		0.80	1.76
37		1930	0.21998885		0			0.11		0.80	1.76
38		1226	0.21734169		0			0.11		0.80	1.76
39		3141	0.21734169		0			0.10		0.80	1.76
40		1324	0.21344522		0			0.10		0.80	1.76
41		1951	0.21344522		0			0.10		0.80	1.76
42		2522	0.21344522		0			0.10		0.80	1.76
43		1236	0.20095375		0			0.09		0.80	1.76
44		1752	0.20095375		0			0.09		0.80	1.76
45		2777	0.20095375		0			0.09		0.80	1.76
46		0322	0.1986582		0			0.09		0.80	1.76
47		2624	0.1986582		0			0.09		0.80	1.76
48		3026	0.1986582		0			0.08		0.80	1.76
49		2358	0.1930821		0			0.08		0.80	1.76
50		2374	0.18991122		0			0.08		0.80	1.76
51		3137	0.18991122		0			0.08		0.80	1.76
52		2378	0.18697147		0			0.08		0.80	1.76
53		2036	0.18111807		0			0.08		0.80	1.76
54		3028	0.18111807		0			0.07		0.80	1.76
55		2184	0.160763		0			0.07		0.80	1.76
56		2297	0.160763		0			0.07		0.80	1.76
57		2622	0.160763		0			0.07		0.80	1.76
58		1892	0.15892656		0			0.07		0.80	1.76
59		2625	0.15892656		0			0.07		0.80	1.76
60		0696	0.15825933		0			0.07		0.80	1.76
61		1647	0.15825933		0			0.07		0.80	1.76
62		2095	0.15825933		0			0.06		0.80	1.76
63		2582	0.15825933		0			0.06		0.80	1.76
64		2972	0.15825933		0			0.06		0.80	1.76
65		3006	0.15825933		0			0.06		0.80	1.76
66		3050	0.15825933		0			0.06		0.80	1.76
67		3105	0.15825933		0			0.06		0.80	1.76
68		1517	0.12660746		0			0.06		0.80	1.76
69		1810	0.12660746		0			0.06		0.80	1.76
70		1854	0.12660746		0			0.06		0.80	1.76
71		1877	0.12660746		0			0.06		0.80	1.76
72		2342	0.12660746		0			0.06		0.80	1.76
73		2535	0.12660746		0			0.05		0.80	1.76
74		2542	0.12660746		0			0.05		0.80	1.76
75		2849	0.12660746		0			0.05		0.80	1.76
76		3002	0.12660746		0			0.05		0.80	1.76
77		1069	0.12368815		0			0.05		0.80	1.76
78		1755	0.12368815		0			0.05		0.80	1.76
79		2796	0.12368815		0			0.05		0.80	1.76
80		1050	0.10307345		0			0.05		0.80	1.76
81		1472	0.10203751		0			0.05		0.80	1.76
82		1591	0.092191696		0			0.05		0.80	1.76
83		2357	0.08926423		0			0.05		0.80	1.76
84		2868	0.08926423		0			0.05		0.80	1.76
85		2920	0.08926423		0			0.05		0.80	1.76
86		2311	0.08637957		0			0.05		0.80	1.76
87		2407	0.08637957		0			0.05		0.80	1.76
88		2345	0.08110635		0			0.05		0.80	1.76
89		2583	0.07804462		0			0.04		0.80	1.76
90		0018	0.07726023		0			0.04		0.80	1.76
91		0025	0.07726023		0			0.04		0.80	1.76
92		0597	0.07726023		0			0.04		0.80	1.76
93		0652	0.07726023		0			0.04		0.80	1.76
94		1360	0.07726023		0			0.04		0.80	1.76
95		1912	0.07726023		0			0.04		0.80	1.76
96		2479	0.07300406		0			0.04		0.80	1.76
97		3150	0.07300406		0			0.04		0.80	1.76
98		1464	0.072883934		0			0.04		0.80	1.76
99		1519	0.072883934		0			0.04		0.80	1.76
100		1534	0.072883934		0			0.04		0.80	1.76
